source,tibschol_refs,zotero_refs,xml_id,status,location,xml_content
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1613-14-21,reviewed,7b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""7b5""/> par 'dod pa'i lugs<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1613-14-21"" status=""reviewed"">sbyor ba gsuM pa'i tshe thug par 'dod pa yin te | 'di ltar tshul gsuM chos can gtan tshigs kyi tha snyad byar rung ste tshul gsuM tshang pa'i phyir ro zhes bkod na gzhi' rtags tha dad med pa'i phyir sgra mi rtag ste sgra yin pa'i phyir zhes bkod pa lta bu'i ma grub pa yin no zhes zer ba <note type=""editorial"">The author of this view is identified as Phya pa (id:3831) by Glo bo mkhan chen. See Hugon (ed.) 2004: 32, n. 49.</note></seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-07-2417-03-49,reviewed,8a5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""8a5""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-07-2417-03-49"" status=""reviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">kha cig</rs> na re mtshan nyid kyi mtshan nyid ni de ma yin las tha dad du 'byed pa'i rgyu mtshan nam mtshon bya rnam 'jog gi rgyu mtshan zhes bya ba yin no zhes zer ro ||<note type=""editorial"">This view is also mentioned in RTRG VIII 186,14 (mtshan nyid kyi mtshan nyid mtshon bya rnam 'jog gi rgyu mtshan yin na…). RTGKh 163,8, RTŚ19 Dza 70b1 (=586) and RTŚ10 Tha 128a5 (=255) identify it as rNgog Lo tsa ba chen po (ID: 3786)'s view.       </note> </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0314-09-36,unreviewed,11a6 - 11a7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""11a6""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0314-09-36"" type=""excerpt"" status=""unreviewed"">
            <mentioned>gal te mtshon bya sgra blos khyad par du byas na byed chos kyi sgra blo 'phel bas des khyad par du byas pa'i mtshon bya 'ang du mar gyur pa'i phyir mtshan nyid cig gis mtshon bya du ma mtshon par 'gyur ro zhe na | </mentioned>
               sgra blo 'phel bas sgra blos zhen rung tsam 'phel bar 'gyur yang | mtshon bya du mar mi 'gyur te <abbr>thams cad</abbr> don ldog de la sgra blos zhen rung nyid las ma 'das pa'i phyir ro || des na zhen yul gyi don ldog cig las med <lb n=""11a7""/> na de la sgra blo mi 'dra ba brgya phrag du mas zhen par byas kyang mtshon bya cig du 'gyur la | zhen yul gyi don ldog du ma yod na de <abbr>thams cad</abbr> la sgra blos gcig nyid kyis zhen par byas kyang mtshon bya du mar 'gyur ba yin te ngag lasogs pa don dgu la go zhes bya ba'i sgra blo cig gis zhen par byas kyang mtshon bya dgur 'gyur ba bzhin no || <note type=""gloss"">mtshan gzhi'i <choice><orig>{°}nyid</orig><reg>nyid</reg></choice> la <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3810"">gangs pa</rs> na re dngos po gnas skabs dang skyon yon brtsi ba 2 yod <choice><reg>ces pa 'ang</reg><orig>(ces pa'ang)?</orig></choice> de mi 'thad de spyi'i mtshan nyid dri ba la bye brag gi dbye ba skabs su ma bab pa'i phyir ro ||</note> || </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0311-47-21,unreviewed,17a7 - 17b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""17a7""/> mas sgro 'dogs bsal ba'i rgyal ka tshad mas thob pa yin te | rgyal po'i 'khor gyis grong khyer bcom pa la rgyal pos grong khyer bcom zhes brjod pa bzhin no || snang pas mun pa sel pa dang gnyen pos spang bya sel pa lasogs pa'i tshul yang 'di nyid kyis shes par bya'o ||§§§||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0311-47-21"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">sngon gyi bdag nyid chen po dag</rs> sgrub dang dgag pa'i mtshan nyid rim pa bzhin dgag bya rnam par bcad nas shul du chos gzhan 'phen pa dang mi 'phen pa yin te | dper na bden pas stong pa dang <lb n=""17b1""/> bden pas stong pa'i snang pa lta bu'am bum pa stong pa dang bum pa med pa'i sa phyogs lta bu'o zhes gsung go ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0314-14-17,reviewed,23a2 - 23a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""23a2""/> 'khrul par rang gis ma nges pa'o ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0314-14-17"" type=""excerpt"" status=""reviewed"">
                  <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3810"">gangs pa</rs> na re</note> gal te tshad ma ni ¦ <quote source=""PV 1.200ab"">yod med nges pa'i 'bras can min || phyir na tshad ma nyid ma yin ¦</quote> <note type=""editorial""> PV I.200ab sadasanniścayaphalāneti syād vā 'pramāṇatā. Also cited in <mentioned>bsDus pa</mentioned> 26b6. ma yin: PV <mentioned>bsDus pa</mentioned> mi 'gyur </note> zhes 'byung pa'i tshul gyis yod pa dang med par nges pa'i 'bras bu can yin na 'dis ni de lta <lb n=""23a3""/> bu'i nges pa mi skyed pas tshad ma ma yin no zhe na |</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0313-55-44,reviewed,26b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""26b1""/> bdag rkyen dbang po gzugs can la brten nas skyes shing gzung don la ma 'khrul pa yin te spyi dang bye brag gi rigs mi mthun bcad pa'i phyir ro || dbang po'i mngon sum tshad ma'i mtshan nyid ni bdag rkyen dbang po gzugs can la brten nas sngar ma rtogs pa'i don la myong stobs kyis sgro 'dogs gcod byed ces bya ba yin no ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0313-55-44"" type=""excerpt"" status=""reviewed"">
            dbang po gzugs can la brten pa nyid ji ltar grub ce na |
            'dir <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4270"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4270"">rgya grags sod</rs></note> na re de ni bum snang gi shes pa chos can rkyen gsuM las gzhan pa'i rkyen gzhan bzhi pa cig la ltos pa yin te rkyen gsuM tshang yang res 'ga' bar dmigs pa'i phyir ro zhes bya ba 'bras bu ldog pa'i rtags la rten pa'i rjes dpag gis sgrub po zhes zer ro || </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1611-09-25,unreviewed,28b5,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""28b5""/> zin la 'jug pa bcad shes yin no ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1611-09-25"" status=""unreviewed"">'o na bcad pa'i yul can yod dam med ce na |
         'di la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">sngon gyi dgan po dag</rs> na re <abbr>thams cad</abbr> mkhyen pa'i ye shes la bcad pa'i yul can med de | don gyi skad cig re re blo'i skad cig re res rtogs pas don dang blo rnying pa phrad pa med pa'i phyir ro zhes zer ro ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-12-1214-24-38,reviewed,28b5 - 28b7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""28b5""/> zin la 'jug pa bcad shes yin no ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-12-1214-24-38"" type=""excerpt"" status=""reviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3839"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">rtsang</rs><note type=""editorial"">Cf. <mentioned>bsDus pa</mentioned> 61b8-62a2 'di snyam du skad cig snga phyi'i rdzas de lta na yang de dag la ye shes kyis 'gro ba rtogs pa 'am sngon po nyid rtogs pa zhes bya ba yod dam myed | myed na spyi ma rtogs pa'i bye brag rtogs par 'gal la | yod na yang de nyid la ye shes phyi ma bcad pa'i shes pa ji ltar ma yin | gzhan yang rtog pa myed mod sngon ji ltar mkhyen pa'i chos rnams da ltar ma mkhyen na thams cad mkhyen par mi 'gyur la | sangs rgyas kyi chos bsnyel ba mi mnga' ba dang dran pa nyams pa mi mnga' ba zhes bya ba'i don yang ci zhig yin | des na 'jig rten mkhyen pa ni thams cad du rdzas la tshad ma nyid la ldog pa la bcad pa'i yul can nyid kho na ste |  </note></note>  <lb n=""28b6""/> na re rdzas la ltos nas bcad shes ma yin kyang rigs la ltos nas sngar rtogs zin la 'jug pa'i phyir bcad pa'i yul can ji ltar ma yin | gzhan yang rtog pa med mod sngon ji ltar mkhyen pa'i chos rnams da ltar ma mkhyen na <abbr>thams cad</abbr> mkhyen pa ma yin par 'gyur la | sangs rgyas kyi chos bsnyel pa mi mnga' ba zhes bya ba'i don yang ci zhig yin | des na <abbr>thams cad</abbr> mkhyen pa ni <abbr>thams cad</abbr> du rdzas la tshad ma dang rigs la bcad pa'i yul can yin no zhes zer ro || <lb n=""28b7""/></seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-08-0414-24-38,reviewed,28b7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""28b7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-08-0414-24-38"" type=""excerpt"" status=""reviewed"">
        <rs type=""person"" ana=""corpusm:unnamed_reference"" ref=""db:5600"">kha cig</rs><note type=""gloss""><rs type=""person"" ana=""corpusm:named_reference"" ref=""db:5600"">byang</rs></note> na re rdzas la ltos nas kyang bcad pa'i yul can du 'gyur te | rdzas sngar ma rtogs pa mi srid pa'i phyir ro zhes zer ro ||
         </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0314-24-38,unreviewed,28b7 - 28b8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""28b7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0314-24-38"" type=""excerpt"" status=""unreviewed"">
            <mentioned>yang sangs rgyas kyi ye shes kyis dus gsum ma mkhyen pa mi 'thad la | mkhyen na yang 'das ma 'ongs gnyis snang nas mkhyen nam mi snang par mkhyen | </mentioned> snga ma ltar mi 'thad de 'gags pa dang ma skyes pa snang par mi rung pa'i phyir ro || phyi ma ltar yang mi 'thad de sangs rgyas thams cad mngon sum spyan du mi rung pa'i phyir ro zhe na | <lb n=""28b8""/>'di la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3831"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3831"">phya</rs></note> 'das ma 'ongs gnyis ye shes da ltar ba la mi snang yang da ltar ba'i dngos po snang pa'i shugs la de'i rgyu' dpal dang 'bras bu ma 'ongs pa <abbr>thams cad</abbr> mkhyen pa yin no zhes zer ro ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0314-26-50,unreviewed,28b8 - 28b9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""28b8""/>'di la<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0314-26-50"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3839"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3839"">rtsang</rs><note type=""editorial""/>Glo bo mkhan chen also ascribes this position to ""slob dpon gTsang nag pa."" See Hugon (ed.) 2004: 131, n. 219</note> 'das ma 'ongs kyi rnam pa snang pa'i stobs kyis de dag gi rang mtshan ma byung pa dang mi 'byung pa'i sgro 'dogs chod pa yin no zhes gsung mod kyi rnam pa de ci rang mtshan gyi rnam pa 'am | sgra don nam med pa'i don gsal bar snang pa yin zhes brtags na 'thad pa ma yin no || 'on kyang dus gsum mkhyen pa <lb n=""28b9""/> lasogs pa'i ji snyed mkhyen pa'i ye shes ni gdul bya gzhan gyi blo ngor snang pa tsam du zad kyi sangs rgyas nyid kyi rgyud kyis bsdus pa yod pa ma yin pas dpyad par bya ba ma yin no ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1610-18-48,unreviewed,30b9 - 31a2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""30b9""/> 'bebs pa'i skabs su tshogs don kho na la 'jug pa'i phyir rtogs pa po 'jug pa 'chol par mi 'gyur te<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1610-18-48"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo</rs></note> na re <quote source=""db:4445"" n=""216,4-7""><!--TODO ref to the typeset edition-->rtags kyi spyi'i mtshan nyid tshul gsum dang mtshon bya gtan tshigs kyi 'brel pa nges par byed pa la</quote> zer ba yin gyi<!--The first part of the citation, up to ""zer"" corresponds to <mentioned>rNam bshad</mentioned> 216,4-7 de la gtan tshigs kyi mtshan nyid tshul gsum dang | de'i mtshon bya'i 'brel pa nges par byed pa ni gtan tshigs kyi mtshan nyid la |.--> <note type=""gloss""><choice><orig>° gnyegs </orig><reg><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4267"">gnyags ye shes 'bar</rs> </reg> </choice> ltar<!-- identification upon assumption that ""gnyegs"" stands for ""gnyags ye shes 'bar"" (id:4267)--></note> tshul dang po'i mtshan mtshon gyi 'brel pa gtan la 'bebs pa ni ma yin te rtags kyi sgra tshul dang po <lb n=""31a1""/> kho na la nye ba'i rgyu <choice><orig>‹mtshan›</orig><reg>mtshan</reg></choice> med pa'i phyir ro zhes zer ro || 
         <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3809"">khyung </rs>na re</note>'di ni mi rigs te | de ltar na khyab pa'i mtshan nyid gtan la 'bebs pa yang gtan tshigs kyi mtshan nyid gtan la 'bebs par 'gyur la 'dod na rtags kyi mtshan nyid gtan la 'bebs pa'i skabs su rjes su dpag bya'i sgra rtsod gzhi' kho na la 'jug par ji ltar 'gyur te de'i tshe chos la'ang 'jug pa'i phyir ro || des na 'dir gtan tshigs ni tshul dang po la bya ste tshul dang po'i mtshan nyid <lb n=""31a2""/> dang mtshon bya'i 'brel pa gtan la 'bebs pa la gtan tshigs kyi mtshan nyid gtan la 'bebs pa'i skabs zhes brjod par bya'o ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-2810-42-14,unreviewed,32a6 - 32a8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""32a6""/> gsungs so ||||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-2810-42-14"" status=""unreviewed"">rgol ba ni <rs type=""person"" ref=""db:4266"">su rya</rs> <note type=""editorial"">A similar objection is cited in the <rs type=""work"">Tshad ma rigs gter</rs>. Glo bo mkhan chen dentifies the opponent as ""paṇḍita Surya thong po."" See <rs type=""work"">Hugon (ed.) 2004</rs>: 151, n. 269.</note> rtsod gzhi' chos can la rjes su dpag bya'i ming gis btags nas bstan pas mi phan te | 'di ltar rjes su dpag bya'i ming de rtsod gzhi' chos can kho na la 'jug na rtags rjes su dpag bya la yod pa tshul dang po zhes brjod pas mthun pa dpe'i chos can dang mi mthun dpe'i chos can gnyis la rtags yod pa la mi go bar 'gyur ba zhig na | rjes su dpag bya ni <lb n=""32a7""/> rtsod gzhi' dang bsgrub bya'i chos dang tshogs don gsuM ka la 'jug pas chos rjes su dpag bya la rtags yod pa dang tshogs don rjes su dpag bya la rtags yod pa yang tshul dang po yin nam snyam pa'i log rtogs skye zhing | de skyes na ma 'khrul pa'i mig gi gzung byas sgra mi rtag par sgrub pa lta bu'i rjes 'gro can la yang rtags chos rjes su dpag bya la yod pa'i tshul dang po dang rjes su 'gro ldog gnyi' ka tshang pas yang dag pa'i rtan tshigs yin nam snyam pa'i log rtogs snga ma ci lta ba bzhin du <lb n=""32a8""/> skye bar 'gyur ro zhe na ||</seg>||</TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1612-55-52,unreviewed,32a8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""32a8""/> skye bar 'gyur ro zhe na ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1612-55-52"" status=""unreviewed"">
               <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">bdag nyid chen po kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo</rs></note> btags pas mi phan pa'i rtsod pa spang pa dang | gdags mi dgos pa'i rtsod pa spang pa dang | de'i lan mtshungs pa'i rtsod pa spang pa gsuM gyis lan 'debs par mdzad de | </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1612-55-525,unreviewed,33a2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1612-55-525"" status=""unreviewed"">
            tshul dang po'i tshig gis mthun pa dpe'i chos can la yod par rnon pa la yang yod tsam du rnon na don med cing | mthun dpe' kho na la yod par rnon na rjes 'gro'i tshig gis mthun <lb n=""33a2""/> phyogs tsam gyi rigs kyi spyi la yod par bstan pa dang 'gal bar 'gyur bas mtshungs so zhe na | 
            mi mtshungs ste <rs type=""person"" ana="""">kho bo cag</rs> ni tshul dang po'i tshig gis mthun dpe' kho na la yod par rnon par go dgos yod ces zer ba yin la de dang rjes 'gro' tshig gis mthun phyogs tsam gyi rigs kyi spyi la yod par bstan pa la 'gal ba ci zhig yod de | blo rno ba spyir mi tsam la yod cing bye brag lha sbyin kho na la yod pa mi 'gal ba bzhin no zhes zer ro || </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1613-00-02,unreviewed,34a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""34a9""/> te | de ni bsgrub bya'i chos ldan du tshad mas grub zin pa la yang yod pas khyab ches pa'i phyir ro ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1613-00-02"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo</rs></note> the tsom dang ldan pa yin no zhes zer ba <!--Cf. rNam bshad 217 des na the tshom dang ldan pa'i don ni chos can yin no //--> yang ma yin te | the tsom dngos dang ldan pas ma khyab cing 'jug rung tsam ni de ltar grub zin pa la yang yod pas ha cang khyab ches pa'i phyir ro || </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1613-03-19,unreviewed,34b7 - 34b8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""34b7""/> ro ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1613-03-19"" status=""unreviewed"">yang <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">gzhan dag</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo</rs></note>  mthun yul phyogs mtshan nyid pa'i rnam pa tsam la byas nas de dang bsgrub bya'i chos yod du mthun mi mthun la brjod pa'ang mi rigs te | rigs pas mi 'thad pa dang | gzhung gi dgongs pa <lb n=""34b8""/> ma yin pa'i phyir ro ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-1613-05-07,unreviewed,36a2 - 36a3,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""36a2""/> phyogs su 'du ba ni byas pa'i ldog pa sgra mi rtag par sgrub pa la ltos pa'i tshul gsuM tshang pas sgra mi rtag par bsgrub pa'i gtan tshigs su bsgrub pa lta bu'o || bsgrub bya mthun phyogs la rtags mi mthun phyogs su 'du ba shes bya'i ldog pa med dgag gi tha snyad kyis stong pas ma yin dgag du bsgrub pa lta bu'o || rtags mthun phyogs la bsgrub bya mi mthun phyogs su 'du ba stong nyid sgrub chos dor bas med dgag du bsgrub pa lta bu'o ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex87032023-03-1613-05-07"" status=""unreviewed"">'dir <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">kha cig</rs> na re <note type=""gloss""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo</rs></note> du <lb n=""36a3""/> bas la la{} me sgrub pa'i tshe gtan tshigs du ba ni mi mthun phyogs yin te me steng du mi ldan pa'i phyir ro zer ro || <!--Also cited in <mentioned>bsDus pa</mentioned> 89b6 kha cig me bsgrub pa'i rtags du ba ni mi mthun phyogs yin te me steng du mi ldan pa'i phyir ro zhes zer ro |-->
         de ni mi rigs te |</seg> 
            me steng du mi ldan yang du ba mthun phyogs yin pa ci 'gal te la la me bsgrub pa ni tshogs pa gcig par bsgrub pa yin la du ba la yang me tshogs pa gcig par ldan pa'i phyir ro || de lta ma yin na ni ha cang thal bar 'gyur ro || gzhan yang du ba'i mi mthun phyogs me med yin na me med pa'i phyir du</TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0313-59-01,unreviewed,36a5 - 36a6,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""36a5""/> dang 'bras rtags kyi bzlog khyab mi gcig cing | 'bras rtags kyi rnal khyab du yod la me yod kyis khyab pa dang rgyu mi dmigs pa'i bzlog khyab du yod la me rgyur yod kyis khyab pa grub bde' mi gcig pas phan tshun 'phang 'phen ma yin par 'gyur ro ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0313-59-01"" type=""excerpt"" status=""unreviewed"">
            yang <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4264"">kha cig</rs> <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:4264"">gnyags <abbr>ye shes</abbr> 'bar</rs></note> bsgrub bya'i chos me nyid kyang mi mthun phyogs yin te me gzhan gnyis pa zhig steng du mi ldan pa'i phyir ro || 'on kyang de la rtags zhugs pas ldog pa ma grub par mi 'gyur te | <lb n=""36a6""/> me ma yin gyi gzhi' la du ba yod pa'i phyir zhes rtags khyad par can bkod pas de la mi 'jug pa'i phyir ro zhes zer ba ni </seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0311-48-37,unreviewed,42b1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""42b1""/> ba'i bya ba 'di dpyod pa yin no ||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0311-48-37"" type=""excerpt"" status=""unreviewed"">
            <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">che ba'i che ba dag</rs> rtags kyi tha snyad gnas pa'i rten du mtshan nyid tshul gsuM blos nges par byas pa mi dgos ste | <hi rendition=""#petittitrechapitre"">rnam gcod med pa dang | don gyi chos su mi 'thad pa dang | ha cang thal ba'i phyir ro</hi> ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0311-50-04,unreviewed,43a2,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""43a2""/>yin no zhes zer ro ||||<seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0311-50-04"" type=""excerpt"" status=""unreviewed""><!--presumably Tibetan opponent-->
            yang <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">blo gros rnam par dkar ba dag</rs> na re rtags kyi mtshan nyid du tshul gsuM blos nges par byas pa zhig dgos pa yin te | <hi rendition=""#petittitrechapitre"">nges rung la ni bsgrub bya'i mtshan nyid dang mtshungs pa dang | tshul gsuM dngos po la ma grub pa dang ma mtshungs pa dang | ha cang thal ba</hi>'i skyon gsum yod pa'i phyir ro ||</seg></TEI>"
3_087_03_mtshur ston_shes rab sgron ma.xml,3_087_03,,ex87032023-03-0314-17-13,unreviewed,45a9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><seg xmlns=""http://www.tei-c.org/ns/1.0"" xml:id=""ex87032023-03-0314-17-13"" type=""excerpt"" status=""unreviewed"">
            tshogs pa'i spyi dang | dpe' <lb n=""45a9""/> la yod pa'i khyad par rtags kyi mtshan gzhi' 'dod pa ni med mod kyi <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3834"">kha cig <!--This view in presented in RT X 291,2, and attributed to ""sTod lung rgya dmar ba la sogs pa dag"" in RTGKh 223,17.--></rs> la'i du ba lasogs pa rtsod gzhis khyad par du byas pa rtags kyi mtshan gzhir 'dod do ||</seg></TEI>"
